txn_id,stage,event_time,success,error_code
TX100028,bank_auth,2025-08-01 12:20:55.001158,,
TX100028,completed,2025-08-01 12:21:02.001158,True,
TX100029,init,2025-08-04 21:03:34.001158,,
TX100029,amount_entered,2025-08-04 21:03:53.001158,,
TX100029,pin_entered,2025-08-04 21:04:11.001158,,
TX100029,bank_auth,2025-08-04 21:04:19.001158,,
TX100029,completed,2025-08-04 21:04:20.001158,True,
TX100030,init,2025-07-17 08:54:16.001158,,
TX100030,amount_entered,2025-07-17 08:54:35.001158,,
TX100030,pin_entered,2025-07-17 08:54:42.001158,,
TX100030,fail_before_bank,2025-07-17 08:55:00.001158,False,NETWORK_TIMEOUT
TX100031,init,2025-07-07 21:40:13.001158,,
TX100031,amount_entered,2025-07-07 21:40:32.001158,,
TX100031,pin_entered,2025-07-07 21:40:50.001158,,
TX100031,fail_before_bank,2025-07-07 21:41:09.001158,False,NETWORK_TIMEOUT
TX100032,init,2025-07-13 03:47:39.001158,,
TX100032,amount_entered,2025-07-13 03:47:58.001158,,
TX100032,pin_entered,2025-07-13 03:48:19.001158,,
TX100032,bank_auth,2025-07-13 03:48:31.001158,,
TX100032,completed,2025-07-13 03:48:40.001158,True,
TX100033,init,2025-07-30 18:31:56.001158,,
TX100033,amount_entered,2025-07-30 18:32:08.001158,,
TX100033,pin_entered,2025-07-30 18:32:20.001158,,
TX100033,bank_auth,2025-07-30 18:32:38.001158,,
TX100033,completed,2025-07-30 18:32:46.001158,True,
TX100034,init,2025-08-23 13:02:54.001158,,
TX100034,amount_entered,2025-08-23 13:02:59.001158,,
TX100034,pin_entered,2025-08-23 13:03:18.001158,,
TX100034,bank_auth,2025-08-23 13:03:30.001158,,
TX100034,completed,2025-08-23 13:03:32.001158,True,
TX100035,init,2025-08-11 21:05:21.001158,,
TX100035,amount_entered,2025-08-11 21:05:30.001158,,
TX100035,pin_entered,2025-08-11 21:05:38.001158,,
TX100035,bank_auth,2025-08-11 21:05:59.001158,,
TX100035,completed,2025-08-11 21:06:01.001158,True,
TX100036,init,2025-07-14 18:20:13.001158,,
TX100036,amount_entered,2025-07-14 18:20:31.001158,,
TX100036,pin_entered,2025-07-14 18:20:36.001158,,
TX100036,bank_auth,2025-07-14 18:21:01.001158,,
TX100036,completed,2025-07-14 18:21:03.001158,True,
TX100037,init,2025-08-29 00:42:46.001158,,
TX100037,amount_entered,2025-08-29 00:42:57.001158,,
TX100037,abandoned_after_amount,2025-08-29 00:43:17.001158,False,UPI_LIMIT_EXCEEDED
TX100038,init,2025-07-30 20:35:09.001158,,
TX100038,amount_entered,2025-07-30 20:35:28.001158,,
TX100038,pin_entered,2025-07-30 20:35:47.001158,,
TX100038,bank_auth,2025-07-30 20:36:09.001158,,
TX100038,completed,2025-07-30 20:36:11.001158,False,NETWORK_TIMEOUT
TX100039,init,2025-08-23 13:16:30.001158,,
TX100039,amount_entered,2025-08-23 13:16:38.001158,,
TX100039,pin_entered,2025-08-23 13:16:55.001158,,
TX100039,bank_auth,2025-08-23 13:17:16.001158,,
TX100039,completed,2025-08-23 13:17:24.001158,True,
TX100040,init,2025-07-27 02:08:13.001158,,
TX100040,amount_entered,2025-07-27 02:08:18.001158,,
TX100040,pin_entered,2025-07-27 02:08:27.001158,,
TX100040,fail_before_bank,2025-07-27 02:08:31.001158,False,USER_ABORT
TX100041,init,2025-07-26 17:15:55.001158,,
TX100041,amount_entered,2025-07-26 17:16:11.001158,,
TX100041,pin_entered,2025-07-26 17:16:17.001158,,
TX100041,bank_auth,2025-07-26 17:16:21.001158,,
TX100041,completed,2025-07-26 17:16:30.001158,True,
TX100042,init,2025-08-14 14:12:26.001158,,
TX100042,amount_entered,2025-08-14 14:12:30.001158,,
TX100042,pin_entered,2025-08-14 14:12:52.001158,,
TX100042,bank_auth,2025-08-14 14:12:59.001158,,
TX100042,completed,2025-08-14 14:13:08.001158,True,
TX100043,init,2025-08-27 16:49:36.001158,,
TX100043,amount_entered,2025-08-27 16:49:49.001158,,
TX100043,pin_entered,2025-08-27 16:50:09.001158,,
TX100043,bank_auth,2025-08-27 16:50:34.001158,,
TX100043,completed,2025-08-27 16:50:40.001158,True,
TX100044,init,2025-08-13 12:38:51.001158,,
TX100044,amount_entered,2025-08-13 12:39:04.001158,,
TX100044,pin_entered,2025-08-13 12:39:07.001158,,
TX100044,bank_auth,2025-08-13 12:39:31.001158,,
TX100044,completed,2025-08-13 12:39:33.001158,True,
TX100045,init,2025-08-22 09:47:14.001158,,
TX100045,amount_entered,2025-08-22 09:47:33.001158,,
TX100045,pin_entered,2025-08-22 09:47:53.001158,,
TX100045,bank_auth,2025-08-22 09:48:10.001158,,
TX100045,completed,2025-08-22 09:48:14.001158,False,USER_ABORT
TX100046,init,2025-07-08 07:14:20.001158,,
TX100046,amount_entered,2025-07-08 07:14:31.001158,,
TX100046,pin_entered,2025-07-08 07:14:36.001158,,
TX100046,bank_auth,2025-07-08 07:14:51.001158,,
TX100046,completed,2025-07-08 07:14:53.001158,True,
TX100047,init,2025-07-27 12:27:54.001158,,
TX100047,amount_entered,2025-07-27 12:28:11.001158,,
TX100047,pin_entered,2025-07-27 12:28:25.001158,,
TX100047,bank_auth,2025-07-27 12:28:28.001158,,
TX100047,completed,2025-07-27 12:28:35.001158,True,
TX100048,init,2025-08-30 10:28:45.001158,,
TX100048,amount_entered,2025-08-30 10:28:47.001158,,
TX100048,abandoned_after_amount,2025-08-30 10:29:07.001158,False,USER_ABORT
TX100049,init,2025-08-06 00:10:25.001158,,
TX100049,amount_entered,2025-08-06 00:10:32.001158,,
TX100049,pin_entered,2025-08-06 00:10:35.001158,,
TX100049,bank_auth,2025-08-06 00:10:54.001158,,
TX100049,completed,2025-08-06 00:10:58.001158,True,
TX100050,init,2025-08-17 17:25:17.001158,,
TX100050,amount_entered,2025-08-17 17:25:30.001158,,
TX100050,pin_entered,2025-08-17 17:25:35.001158,,
TX100050,bank_auth,2025-08-17 17:25:53.001158,,
TX100050,completed,2025-08-17 17:25:57.001158,False,USER_ABORT
TX100051,init,2025-07-09 12:58:50.001158,,
TX100051,amount_entered,2025-07-09 12:58:59.001158,,
TX100051,pin_entered,2025-07-09 12:59:23.001158,,
TX100051,bank_auth,2025-07-09 12:59:50.001158,,
TX100051,completed,2025-07-09 12:59:54.001158,True,
TX100052,init,2025-08-03 09:57:10.001158,,
TX100052,amount_entered,2025-08-03 09:57:24.001158,,
TX100052,pin_entered,2025-08-03 09:57:48.001158,,
TX100052,bank_auth,2025-08-03 09:57:56.001158,,
TX100052,completed,2025-08-03 09:57:57.001158,False,NETWORK_TIMEOUT
TX100053,init,2025-08-30 20:01:47.001158,,
TX100053,amount_entered,2025-08-30 20:02:05.001158,,
TX100053,pin_entered,2025-08-30 20:02:20.001158,,
TX100053,bank_auth,2025-08-30 20:02:36.001158,,
TX100053,completed,2025-08-30 20:02:40.001158,True,
TX100054,init,2025-07-18 12:58:27.001158,,
TX100054,amount_entered,2025-07-18 12:58:46.001158,,
TX100054,pin_entered,2025-07-18 12:59:06.001158,,
TX100054,bank_auth,2025-07-18 12:59:14.001158,,
TX100054,completed,2025-07-18 12:59:19.001158,False,INCORRECT_PIN
TX100055,init,2025-07-13 12:14:15.001158,,
TX100055,amount_entered,2025-07-13 12:14:33.001158,,
TX100055,pin_entered,2025-07-13 12:14:53.001158,,
TX100055,fail_before_bank,2025-07-13 12:15:16.001158,False,USER_ABORT
TX100056,init,2025-07-14 16:14:25.001158,,
TX100056,amount_entered,2025-07-14 16:14:29.001158,,
TX100056,pin_entered,2025-07-14 16:14:52.001158,,
TX100056,fail_before_bank,2025-07-14 16:15:10.001158,False,NETWORK_TIMEOUT
TX100057,init,2025-07-24 11:26:14.001158,,
TX100057,amount_entered,2025-07-24 11:26:16.001158,,
TX100057,abandoned_after_amount,2025-07-24 11:26:26.001158,False,USER_ABORT
TX100058,init,2025-08-28 08:55:51.001158,,
TX100058,amount_entered,2025-08-28 08:56:02.001158,,
TX100058,pin_entered,2025-08-28 08:56:23.001158,,
TX100058,bank_auth,2025-08-28 08:56:34.001158,,
TX100058,completed,2025-08-28 08:56:35.001158,True,
TX100059,init,2025-08-23 14:10:48.001158,,
TX100059,amount_entered,2025-08-23 14:10:54.001158,,
TX100059,pin_entered,2025-08-23 14:10:57.001158,,
TX100059,bank_auth,2025-08-23 14:11:09.001158,,
TX100059,completed,2025-08-23 14:11:16.001158,True,
TX100060,init,2025-07-24 14:01:18.001158,,
TX100060,amount_entered,2025-07-24 14:01:33.001158,,
TX100060,pin_entered,2025-07-24 14:01:54.001158,,
TX100060,bank_auth,2025-07-24 14:02:22.001158,,
TX100060,completed,2025-07-24 14:02:24.001158,True,
TX100061,init,2025-07-16 10:29:39.001158,,
TX100061,amount_entered,2025-07-16 10:29:48.001158,,
TX100061,pin_entered,2025-07-16 10:30:12.001158,,
TX100061,bank_auth,2025-07-16 10:30:26.001158,,
TX100061,completed,2025-07-16 10:30:35.001158,True,
TX100062,init,2025-08-31 18:35:40.001158,,
TX100062,amount_entered,2025-08-31 18:35:53.001158,,
TX100062,pin_entered,2025-08-31 18:36:02.001158,,
TX100062,bank_auth,2025-08-31 18:36:29.001158,,
TX100062,completed,2025-08-31 18:36:38.001158,False,UPI_LIMIT_EXCEEDED
TX100063,init,2025-08-06 19:20:42.001158,,
TX100063,abandoned_after_init,2025-08-06 19:20:52.001158,False,USER_ABORT
TX100064,init,2025-07-12 11:54:50.001158,,
TX100064,amount_entered,2025-07-12 11:55:02.001158,,
TX100064,pin_entered,2025-07-12 11:55:18.001158,,
TX100064,bank_auth,2025-07-12 11:55:40.001158,,
TX100064,completed,2025-07-12 11:55:41.001158,True,
TX100065,init,2025-08-06 00:20:08.001158,,
TX100065,amount_entered,2025-08-06 00:20:18.001158,,
TX100065,pin_entered,2025-08-06 00:20:21.001158,,
TX100065,bank_auth,2025-08-06 00:20:35.001158,,
TX100065,completed,2025-08-06 00:20:39.001158,False,NETWORK_TIMEOUT
TX100066,init,2025-08-07 10:14:42.001158,,
TX100066,amount_entered,2025-08-07 10:14:48.001158,,
TX100066,pin_entered,2025-08-07 10:15:01.001158,,
TX100066,bank_auth,2025-08-07 10:15:09.001158,,
TX100066,completed,2025-08-07 10:15:12.001158,True,
TX100067,init,2025-07-13 09:05:25.001158,,
TX100067,amount_entered,2025-07-13 09:05:44.001158,,
TX100067,pin_entered,2025-07-13 09:05:57.001158,,
TX100067,bank_auth,2025-07-13 09:06:19.001158,,
TX100067,completed,2025-07-13 09:06:20.001158,True,
TX100068,init,2025-08-17 07:30:19.001158,,
TX100068,amount_entered,2025-08-17 07:30:23.001158,,
TX100068,abandoned_after_amount,2025-08-17 07:30:44.001158,False,USER_ABORT
TX100069,init,2025-07-05 04:10:45.001158,,
TX100069,amount_entered,2025-07-05 04:10:54.001158,,
TX100069,pin_entered,2025-07-05 04:11:08.001158,,
TX100069,bank_auth,2025-07-05 04:11:24.001158,,
TX100069,completed,2025-07-05 04:11:29.001158,True,
TX100070,init,2025-08-04 09:27:03.001158,,
TX100070,amount_entered,2025-08-04 09:27:19.001158,,
TX100070,pin_entered,2025-08-04 09:27:32.001158,,
TX100070,bank_auth,2025-08-04 09:27:59.001158,,
TX100070,completed,2025-08-04 09:28:08.001158,False,INCORRECT_PIN
TX100071,init,2025-08-24 17:54:37.001158,,
TX100071,amount_entered,2025-08-24 17:54:51.001158,,
TX100071,pin_entered,2025-08-24 17:55:14.001158,,
TX100071,bank_auth,2025-08-24 17:55:33.001158,,
TX100071,completed,2025-08-24 17:55:40.001158,True,
TX100072,init,2025-08-02 08:19:35.001158,,
TX100072,amount_entered,2025-08-02 08:19:43.001158,,
TX100072,pin_entered,2025-08-02 08:20:04.001158,,
TX100072,bank_auth,2025-08-02 08:20:30.001158,,
TX100072,completed,2025-08-02 08:20:35.001158,True,
TX100073,init,2025-07-25 01:52:35.001158,,
TX100073,amount_entered,2025-07-25 01:52:45.001158,,
TX100073,pin_entered,2025-07-25 01:53:05.001158,,
TX100073,bank_auth,2025-07-25 01:53:24.001158,,
TX100073,completed,2025-07-25 01:53:27.001158,False,INCORRECT_PIN
TX100074,init,2025-08-17 09:48:24.001158,,
TX100074,amount_entered,2025-08-17 09:48:27.001158,,
TX100074,pin_entered,2025-08-17 09:48:30.001158,,
TX100074,bank_auth,2025-08-17 09:48:40.001158,,
TX100074,completed,2025-08-17 09:48:45.001158,False,NETWORK_TIMEOUT
TX100075,init,2025-08-23 01:10:17.001158,,
TX100075,amount_entered,2025-08-23 01:10:35.001158,,
TX100075,pin_entered,2025-08-23 01:10:53.001158,,
TX100075,bank_auth,2025-08-23 01:10:56.001158,,
TX100075,completed,2025-08-23 01:11:05.001158,True,
TX100076,init,2025-07-29 04:03:59.001158,,
TX100076,amount_entered,2025-07-29 04:04:03.001158,,
TX100076,pin_entered,2025-07-29 04:04:23.001158,,
TX100076,bank_auth,2025-07-29 04:04:36.001158,,
TX100076,completed,2025-07-29 04:04:40.001158,True,
TX100077,init,2025-07-11 08:34:35.001158,,
TX100077,amount_entered,2025-07-11 08:34:41.001158,,
TX100077,pin_entered,2025-07-11 08:34:48.001158,,
TX100077,bank_auth,2025-07-11 08:35:15.001158,,
TX100077,completed,2025-07-11 08:35:22.001158,True,
TX100078,init,2025-08-19 21:44:19.001158,,
TX100078,amount_entered,2025-08-19 21:44:32.001158,,
TX100078,pin_entered,2025-08-19 21:44:52.001158,,
TX100078,bank_auth,2025-08-19 21:44:57.001158,,
TX100078,completed,2025-08-19 21:45:01.001158,True,
TX100079,init,2025-07-20 18:44:08.001158,,
TX100079,amount_entered,2025-07-20 18:44:18.001158,,
TX100079,pin_entered,2025-07-20 18:44:29.001158,,
TX100079,bank_auth,2025-07-20 18:44:56.001158,,
TX100079,completed,2025-07-20 18:45:03.001158,True,
TX100080,init,2025-08-11 13:15:13.001158,,
TX100080,amount_entered,2025-08-11 13:15:29.001158,,
TX100080,pin_entered,2025-08-11 13:15:52.001158,,
TX100080,fail_before_bank,2025-08-11 13:16:03.001158,False,USER_ABORT
TX100081,init,2025-07-27 04:39:07.001158,,
TX100081,amount_entered,2025-07-27 04:39:16.001158,,
TX100081,pin_entered,2025-07-27 04:39:20.001158,,
TX100081,bank_auth,2025-07-27 04:39:25.001158,,
TX100081,completed,2025-07-27 04:39:31.001158,False,USER_ABORT
TX100082,init,2025-07-29 01:40:28.001158,,
TX100082,amount_entered,2025-07-29 01:40:47.001158,,
TX100082,pin_entered,2025-07-29 01:41:08.001158,,
TX100082,bank_auth,2025-07-29 01:41:12.001158,,
TX100082,completed,2025-07-29 01:41:19.001158,False,BANK_DOWN
TX100083,init,2025-07-20 20:28:54.001158,,
TX100083,amount_entered,2025-07-20 20:28:59.001158,,
TX100083,pin_entered,2025-07-20 20:29:09.001158,,
TX100083,bank_auth,2025-07-20 20:29:37.001158,,
TX100083,completed,2025-07-20 20:29:45.001158,True,
TX100084,init,2025-08-03 22:39:20.001158,,
TX100084,amount_entered,2025-08-03 22:39:31.001158,,
TX100084,pin_entered,2025-08-03 22:39:54.001158,,
TX100084,bank_auth,2025-08-03 22:39:57.001158,,
TX100084,completed,2025-08-03 22:40:02.001158,False,INCORRECT_PIN
TX100085,init,2025-07-14 22:37:53.001158,,
TX100085,amount_entered,2025-07-14 22:38:12.001158,,
TX100085,abandoned_after_amount,2025-07-14 22:38:31.001158,False,UPI_LIMIT_EXCEEDED
TX100086,init,2025-07-31 12:03:44.001158,,
TX100086,amount_entered,2025-07-31 12:03:50.001158,,
TX100086,abandoned_after_amount,2025-07-31 12:04:00.001158,False,USER_ABORT
TX100087,init,2025-07-11 01:32:29.001158,,
TX100087,amount_entered,2025-07-11 01:32:47.001158,,
TX100087,pin_entered,2025-07-11 01:32:59.001158,,
TX100087,bank_auth,2025-07-11 01:33:19.001158,,
TX100087,completed,2025-07-11 01:33:20.001158,True,
TX100088,init,2025-09-01 05:15:31.001158,,
TX100088,amount_entered,2025-09-01 05:15:39.001158,,
TX100088,pin_entered,2025-09-01 05:16:02.001158,,
TX100088,bank_auth,2025-09-01 05:16:30.001158,,
TX100088,completed,2025-09-01 05:16:35.001158,False,INCORRECT_PIN
TX100089,init,2025-08-23 19:03:18.001158,,
TX100089,amount_entered,2025-08-23 19:03:32.001158,,
TX100089,pin_entered,2025-08-23 19:03:36.001158,,
TX100089,fail_before_bank,2025-08-23 19:03:50.001158,False,USER_ABORT
TX100090,init,2025-08-28 03:14:36.001158,,
TX100090,amount_entered,2025-08-28 03:14:47.001158,,
TX100090,pin_entered,2025-08-28 03:15:00.001158,,
TX100090,bank_auth,2025-08-28 03:15:19.001158,,
TX100090,completed,2025-08-28 03:15:23.001158,False,INCORRECT_PIN
TX100091,init,2025-07-30 23:23:37.001158,,
TX100091,amount_entered,2025-07-30 23:23:47.001158,,
TX100091,pin_entered,2025-07-30 23:24:05.001158,,
TX100091,bank_auth,2025-07-30 23:24:31.001158,,
TX100091,completed,2025-07-30 23:24:32.001158,True,
TX100092,init,2025-08-12 12:26:00.001158,,
TX100092,amount_entered,2025-08-12 12:26:05.001158,,
TX100092,pin_entered,2025-08-12 12:26:20.001158,,
TX100092,bank_auth,2025-08-12 12:26:43.001158,,
TX100092,completed,2025-08-12 12:26:46.001158,False,BANK_DOWN
TX100093,init,2025-07-12 15:29:21.001158,,
TX100093,abandoned_after_init,2025-07-12 15:29:39.001158,False,USER_ABORT
TX100094,init,2025-08-31 03:56:58.001158,,
TX100094,amount_entered,2025-08-31 03:57:15.001158,,
TX100094,pin_entered,2025-08-31 03:57:23.001158,,
TX100094,bank_auth,2025-08-31 03:57:34.001158,,
TX100094,completed,2025-08-31 03:57:40.001158,False,NETWORK_TIMEOUT
TX100095,init,2025-08-09 16:52:18.001158,,
TX100095,amount_entered,2025-08-09 16:52:31.001158,,
TX100095,pin_entered,2025-08-09 16:52:39.001158,,
TX100095,fail_before_bank,2025-08-09 16:52:55.001158,False,NETWORK_TIMEOUT
TX100096,init,2025-07-08 18:46:00.001158,,
TX100096,amount_entered,2025-07-08 18:46:08.001158,,
TX100096,pin_entered,2025-07-08 18:46:22.001158,,
TX100096,bank_auth,2025-07-08 18:46:40.001158,,
TX100096,completed,2025-07-08 18:46:43.001158,True,
TX100097,init,2025-07-16 13:51:53.001158,,
TX100097,amount_entered,2025-07-16 13:51:57.001158,,
TX100097,pin_entered,2025-07-16 13:52:19.001158,,
TX100097,fail_before_bank,2025-07-16 13:52:23.001158,False,USER_ABORT
TX100098,init,2025-08-25 13:06:54.001158,,
TX100098,amount_entered,2025-08-25 13:06:56.001158,,
TX100098,pin_entered,2025-08-25 13:07:11.001158,,
TX100098,bank_auth,2025-08-25 13:07:27.001158,,
TX100098,completed,2025-08-25 13:07:28.001158,True,
TX100099,init,2025-07-20 13:23:50.001158,,
TX100099,amount_entered,2025-07-20 13:24:07.001158,,
TX100099,pin_entered,2025-07-20 13:24:21.001158,,
TX100099,fail_before_bank,2025-07-20 13:24:35.001158,False,NETWORK_TIMEOUT
TX100100,init,2025-08-08 04:58:04.001158,,
TX100100,amount_entered,2025-08-08 04:58:21.001158,,
TX100100,pin_entered,2025-08-08 04:58:33.001158,,
TX100100,fail_before_bank,2025-08-08 04:58:46.001158,False,NETWORK_TIMEOUT
TX100101,init,2025-08-22 16:14:56.001158,,
TX100101,amount_entered,2025-08-22 16:15:09.001158,,
TX100101,pin_entered,2025-08-22 16:15:31.001158,,
TX100101,bank_auth,2025-08-22 16:15:53.001158,,
TX100101,completed,2025-08-22 16:16:02.001158,True,
TX100102,init,2025-07-31 21:41:45.001158,,
TX100102,amount_entered,2025-07-31 21:41:56.001158,,
TX100102,pin_entered,2025-07-31 21:42:03.001158,,
TX100102,bank_auth,2025-07-31 21:42:22.001158,,
TX100102,completed,2025-07-31 21:42:27.001158,True,
TX100103,init,2025-07-11 01:53:15.001158,,
TX100103,amount_entered,2025-07-11 01:53:32.001158,,
TX100103,pin_entered,2025-07-11 01:53:40.001158,,
TX100103,bank_auth,2025-07-11 01:53:53.001158,,
TX100103,completed,2025-07-11 01:53:55.001158,False,USER_ABORT
TX100104,init,2025-08-27 01:43:29.001158,,
